instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,CasualClass,registered,registeredClass,cnt,cntClass,4&1,4&4,1&2,1&3,2&1,2&2,2&3,2&4,3&1,3&2,3&3,3&4,4&2,4&3
293,10/20/2011,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,2,3724,3,4195,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,2,3628,2,4304,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,10/22/2011,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,4,2809,2,4308,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,4,2762,2,4381,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,10/24/2011,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,2,3488,2,4187,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,2,3992,3,4687,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,10/26/2011,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,2,3490,2,3894,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,10/27/2011,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,1,2419,1,2659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,10/28/2011,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,2,3291,2,3747,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,10/29/2011,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,1,570,1,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,10/30/2011,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,3,2446,1,3331,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,10/31/2011,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,2,3307,2,3669,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,11/1/2011,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,2,3658,2,4068,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306,11/2/2011,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,2,3816,3,4186,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,11/3/2011,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,2,3656,2,3974,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,11/4/2011,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,2,3576,2,4046,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,4,2770,2,3926,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,3,2697,2,3649,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
311,11/7/2011,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,2,3662,3,4035,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,2,3829,3,4205,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,11/9/2011,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,1,3804,3,4109,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,11/10/2011,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,1,2743,2,2933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2,2928,2,3368,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,4,2792,2,4067,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,3,2713,2,3717,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,11/14/2011,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,2,3891,3,4486,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,11/15/2011,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,2,3746,3,4195,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1,1672,1,1817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,1,2914,2,3053,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,1,3147,2,3392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,3,2720,2,3663,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,3,2733,2,3520,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,1,2545,2,2765,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1,1538,1,1607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,1,2454,1,2566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,11/24/2011,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,2,935,1,1495,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,11/25/2011,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,3,1697,1,2792,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,4,1819,1,3068,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,3,2261,1,3071,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,1,3614,2,3867,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,1,2818,2,2914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,11/30/2011,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,1,3425,2,3613,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,1,3545,2,3727,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,12/2/2011,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,1,3672,3,3940,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2,2908,2,3614,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2,2851,2,3485,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,1,3578,2,3811,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,1,2468,1,2594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,12/7/2011,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,1,655,1,705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,1,3172,2,3322,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,1,3359,2,3620,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,12/10/2011,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2,2688,2,3190,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2,2366,1,2743,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,1,3167,2,3310,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,1,3368,2,3523,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,1,3562,2,3740,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,1,3528,2,3709,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,12/16/2011,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,1,3399,2,3577,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,1,2464,1,2739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,1,2211,1,2431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,1,3143,2,3403,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,1,3534,2,3750,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,1,2553,2,2660,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,1,2841,2,3068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,12/23/2011,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,1,2046,1,2209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,1,856,1,1011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,1,451,1,754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,2,887,1,1317,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,12/27/2011,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1,1059,1,1162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,1,2047,1,2302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,1,2169,1,2423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2,2508,2,2999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,12/31/2011,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,2,1820,1,2485,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,1/1/2012,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,2,1608,1,2294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1,1707,1,1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1/3/2012,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,1,2147,1,2236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,1,2273,1,2368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,1,3132,2,3272,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,1,3791,3,4098,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3,3451,2,4521,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2,2826,2,3425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,1,2270,1,2376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,1,3425,2,3598,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,1,2085,1,2177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,1,3828,3,4097,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,1,3040,2,3214,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,1/14/2012,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2,2160,1,2493,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,1,2027,1,2311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1/16/2012,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,1,2081,1,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1/17/2012,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,1,2808,2,2935,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,1,3267,2,3376,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,1/19/2012,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,1,3162,2,3292,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,1,3048,2,3163,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1,1234,1,1301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1,1781,1,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,1,2287,1,2432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,2,3900,3,4339,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,2,3803,3,4270,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,1,3831,3,4075,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,1/27/2012,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,1,3187,2,3456,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3,3248,2,4023,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2,2685,2,3243,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,1,3498,2,3624,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,1/31/2012,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,2,4185,3,4509,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,1,4275,3,4579,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,1,3571,2,3761,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,1,3841,3,4151,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2,2448,1,2832,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2,2629,2,2947,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,1,3578,2,3784,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,1,4176,3,4375,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,2/8/2012,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,1,2693,2,2802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
405,2/9/2012,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,1,3667,3,3830,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,1,3604,2,3831,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1,1977,1,2169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1,1456,1,1529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,1,3328,2,3422,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,2/14/2012,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,1,3787,3,3922,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,1,4028,3,4169,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,2/16/2012,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,1,2931,2,3005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,2,3805,3,4154,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,4,2883,2,4318,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,2/19/2012,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2,2071,1,2689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416,2/20/2012,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2,2627,2,3129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,1,3614,2,3777,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,2,4379,3,4773,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,2,4546,3,5062,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,1,3241,2,3487,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2,2415,1,2732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2,2874,2,3389,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,1,4069,3,4322,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,1,4134,3,4363,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1,1769,1,1834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,2,4665,3,4990,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,1,2948,2,3194,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3,3110,2,4066,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,3/4/2012,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2,2713,2,3423,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430,3/5/2012,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,1,3130,2,3333,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
431,3/6/2012,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,1,3735,3,3956,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
432,3/7/2012,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,2,4484,3,4916,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,3/8/2012,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,2,4896,4,5382,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,3/9/2012,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,2,4122,3,4569,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
435,3/10/2012,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3,3150,2,4118,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,3/11/2012,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,4,3253,2,4911,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,3/12/2012,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,3,4460,3,5298,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,3/13/2012,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,3,5085,4,5847,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
